




Analysis Type:	PANTHER Overrepresentation Test (Released 20240807)
Annotation Version and Release Date:	GO Ontology database DOI:  10.5281/zenodo.14083199 Released 2024-11-03
Analyzed List:	upload_1 (Mus musculus)
Reference List:	Mus musculus (all genes in database)
Test Type:	FISHER
Correction:	FDR
GO cellular component complete	Mus musculus - REFLIST (21836)	upload_1 (107)	upload_1 (expected)	upload_1 (over/under)	upload_1 (fold Enrichment)	upload_1 (raw P-value)	upload_1 (FDR)
collagen network (GO:0098645)	7	0	.03	-	 < 0.01	1.00E00	1.00E00
Lewy body core (GO:1990037)	3	0	.01	-	 < 0.01	1.00E00	1.00E00
complex of collagen trimers (GO:0098644)	19	0	.09	-	 < 0.01	1.00E00	1.00E00
banded collagen fibril (GO:0098643)	12	0	.06	-	 < 0.01	1.00E00	1.00E00
network-forming collagen trimer (GO:0098642)	7	0	.03	-	 < 0.01	1.00E00	1.00E00
parallel fiber (GO:1990032)	2	0	.01	-	 < 0.01	1.00E00	1.00E00
FHF complex (GO:0070695)	5	0	.02	-	 < 0.01	1.00E00	1.00E00
3M complex (GO:1990393)	5	0	.02	-	 < 0.01	1.00E00	1.00E00
pinceau fiber (GO:1990031)	1	0	.00	-	 < 0.01	1.00E00	1.00E00
pericellular basket (GO:1990030)	3	0	.01	-	 < 0.01	1.00E00	1.00E00
DNA repair complex (GO:1990391)	23	0	.11	-	 < 0.01	1.00E00	1.00E00
SCF ubiquitin ligase complex (GO:0019005)	66	0	.32	-	 < 0.01	1.00E00	1.00E00
terminal cisterna lumen (GO:0014804)	1	0	.00	-	 < 0.01	1.00E00	1.00E00
kinetochore microtubule (GO:0005828)	17	0	.08	-	 < 0.01	1.00E00	1.00E00
longitudinal sarcoplasmic reticulum (GO:0014801)	2	0	.01	-	 < 0.01	1.00E00	1.00E00
polar microtubule (GO:0005827)	5	0	.02	-	 < 0.01	1.00E00	1.00E00
actomyosin contractile ring (GO:0005826)	7	0	.03	-	 < 0.01	1.00E00	1.00E00
exon-exon junction complex (GO:0035145)	30	0	.15	-	 < 0.01	1.00E00	1.00E00
costamere (GO:0043034)	20	0	.10	-	 < 0.01	1.00E00	1.00E00
cell tip (GO:0051286)	17	0	.08	-	 < 0.01	1.00E00	1.00E00
nucleoid (GO:0009295)	50	0	.25	-	 < 0.01	1.00E00	1.00E00
protein complex involved in cell-matrix adhesion (GO:0098637)	16	0	.08	-	 < 0.01	1.00E00	1.00E00
extrinsic component of postsynaptic endosome membrane (GO:0098999)	2	0	.01	-	 < 0.01	1.00E00	1.00E00
extrinsic component of postsynaptic early endosome membrane (GO:0098998)	1	0	.00	-	 < 0.01	1.00E00	1.00E00
protein complex involved in cell-cell adhesion (GO:0098635)	6	0	.03	-	 < 0.01	1.00E00	1.00E00
hippocampal mossy fiber expansion (GO:1990026)	2	0	.01	-	 < 0.01	1.00E00	1.00E00
mitotic spindle midzone (GO:1990023)	15	0	.07	-	 < 0.01	1.00E00	1.00E00
meiotic spindle midzone (GO:1990385)	2	0	.01	-	 < 0.01	1.00E00	1.00E00
macropinocytic cup (GO:0070685)	1	0	.00	-	 < 0.01	1.00E00	1.00E00
GBAF complex (GO:0140288)	14	0	.07	-	 < 0.01	1.00E00	1.00E00
ciliary base (GO:0097546)	47	0	.23	-	 < 0.01	1.00E00	1.00E00
axonemal doublet microtubule (GO:0097545)	52	0	.25	-	 < 0.01	1.00E00	1.00E00
endoplasmic reticulum-endosome membrane contact site (GO:0140284)	4	0	.02	-	 < 0.01	1.00E00	1.00E00
ciliary inversin compartment (GO:0097543)	4	0	.02	-	 < 0.01	1.00E00	1.00E00
aster (GO:0005818)	12	0	.06	-	 < 0.01	1.00E00	1.00E00
ciliary tip (GO:0097542)	13	0	.06	-	 < 0.01	1.00E00	1.00E00
axonemal basal plate (GO:0097541)	2	0	.01	-	 < 0.01	1.00E00	1.00E00
centriole (GO:0005814)	161	0	.79	-	 < 0.01	1.00E00	1.00E00
sheet-forming collagen trimer (GO:0030935)	1	0	.00	-	 < 0.01	1.00E00	1.00E00
lipid droplet (GO:0005811)	118	0	.58	-	 < 0.01	1.00E00	1.00E00
anchoring collagen complex (GO:0030934)	1	0	.00	-	 < 0.01	1.00E00	1.00E00
NADPH oxidase complex (GO:0043020)	12	0	.06	-	 < 0.01	1.00E00	1.00E00
glucosidase II complex (GO:0017177)	2	0	.01	-	 < 0.01	1.00E00	1.00E00
asymmetric, glutamatergic, excitatory synapse (GO:0098985)	20	0	.10	-	 < 0.01	1.00E00	1.00E00
ensheathing process (GO:1990015)	3	0	.01	-	 < 0.01	1.00E00	1.00E00
cholinergic synapse (GO:0098981)	22	0	.11	-	 < 0.01	1.00E00	1.00E00
ciliary transition fiber (GO:0097539)	10	0	.05	-	 < 0.01	1.00E00	1.00E00
phosphopyruvate hydratase complex (GO:0000015)	4	0	.02	-	 < 0.01	1.00E00	1.00E00
ATR-ATRIP complex (GO:0070310)	2	0	.01	-	 < 0.01	1.00E00	1.00E00
pituitary gonadotropin complex (GO:0061696)	3	0	.01	-	 < 0.01	1.00E00	1.00E00
beta-N-acetylhexosaminidase complex (GO:1905379)	2	0	.01	-	 < 0.01	1.00E00	1.00E00
cis-Golgi network (GO:0005801)	68	0	.33	-	 < 0.01	1.00E00	1.00E00
hexameric IgM immunoglobulin complex (GO:0071757)	1	0	.00	-	 < 0.01	1.00E00	1.00E00
serine-type endopeptidase complex (GO:1905370)	17	0	.08	-	 < 0.01	1.00E00	1.00E00
pentameric IgM immunoglobulin complex (GO:0071756)	12	0	.06	-	 < 0.01	1.00E00	1.00E00
IgM B cell receptor complex (GO:0071755)	3	0	.01	-	 < 0.01	1.00E00	1.00E00
IgM immunoglobulin complex, circulating (GO:0071754)	12	0	.06	-	 < 0.01	1.00E00	1.00E00
IgM immunoglobulin complex (GO:0071753)	14	0	.07	-	 < 0.01	1.00E00	1.00E00
secretory dimeric IgA immunoglobulin complex (GO:0071752)	2	0	.01	-	 < 0.01	1.00E00	1.00E00
secretory IgA immunoglobulin complex (GO:0071751)	13	0	.06	-	 < 0.01	1.00E00	1.00E00
neurosecretory vesicle (GO:1990008)	1	0	.00	-	 < 0.01	1.00E00	1.00E00
dimeric IgA immunoglobulin complex (GO:0071750)	2	0	.01	-	 < 0.01	1.00E00	1.00E00
granular vesicle (GO:1990005)	2	0	.01	-	 < 0.01	1.00E00	1.00E00
endoplasmic reticulum-plasma membrane contact site (GO:0140268)	12	0	.06	-	 < 0.01	1.00E00	1.00E00
tricellular tight junction (GO:0061689)	4	0	.02	-	 < 0.01	1.00E00	1.00E00
spliceosomal tri-snRNP complex (GO:0097526)	35	0	.17	-	 < 0.01	1.00E00	1.00E00
spliceosomal snRNP complex (GO:0097525)	61	0	.30	-	 < 0.01	1.00E00	1.00E00
sperm plasma membrane (GO:0097524)	29	0	.14	-	 < 0.01	1.00E00	1.00E00
COP9 signalosome (GO:0008180)	34	0	.17	-	 < 0.01	1.00E00	1.00E00
BCOR complex (GO:0140261)	1	0	.00	-	 < 0.01	1.00E00	1.00E00
endopeptidase complex (GO:1905369)	98	0	.48	-	 < 0.01	1.00E00	1.00E00
peptidase complex (GO:1905368)	128	0	.63	-	 < 0.01	1.00E00	1.00E00
Smc5-Smc6 complex (GO:0030915)	8	0	.04	-	 < 0.01	1.00E00	1.00E00
polymeric IgA immunoglobulin complex (GO:0071749)	13	0	.06	-	 < 0.01	1.00E00	1.00E00
monomeric IgA immunoglobulin complex (GO:0071748)	12	0	.06	-	 < 0.01	1.00E00	1.00E00
GTPase complex (GO:1905360)	41	0	.20	-	 < 0.01	1.00E00	1.00E00
IgA immunoglobulin complex, circulating (GO:0071746)	13	0	.06	-	 < 0.01	1.00E00	1.00E00
IgA immunoglobulin complex (GO:0071745)	13	0	.06	-	 < 0.01	1.00E00	1.00E00
IgE B cell receptor complex (GO:0071744)	1	0	.00	-	 < 0.01	1.00E00	1.00E00
Pwp2p-containing subcomplex of 90S preribosome (GO:0034388)	5	0	.02	-	 < 0.01	1.00E00	1.00E00
IgE immunoglobulin complex (GO:0071742)	1	0	.00	-	 < 0.01	1.00E00	1.00E00
perisynaptic extracellular matrix (GO:0098966)	11	0	.05	-	 < 0.01	1.00E00	1.00E00
triglyceride-rich plasma lipoprotein particle (GO:0034385)	26	0	.13	-	 < 0.01	1.00E00	1.00E00
terminal web (GO:1990357)	5	0	.02	-	 < 0.01	1.00E00	1.00E00
extracellular matrix of synaptic cleft (GO:0098965)	4	0	.02	-	 < 0.01	1.00E00	1.00E00
DNA recombinase complex (GO:0097519)	2	0	.01	-	 < 0.01	1.00E00	1.00E00
nuclear RNA export factor complex (GO:0042272)	6	0	.03	-	 < 0.01	1.00E00	1.00E00
HAUS complex (GO:0070652)	8	0	.04	-	 < 0.01	1.00E00	1.00E00
glucose transporter complex (GO:1990350)	1	0	.00	-	 < 0.01	1.00E00	1.00E00
myosin II filament (GO:0097513)	3	0	.01	-	 < 0.01	1.00E00	1.00E00
cardiac myofibril (GO:0097512)	9	0	.04	-	 < 0.01	1.00E00	1.00E00
mitotic spindle astral microtubule (GO:0061673)	8	0	.04	-	 < 0.01	1.00E00	1.00E00
eukaryotic 80S initiation complex (GO:0033291)	1	0	.00	-	 < 0.01	1.00E00	1.00E00
eukaryotic 48S preinitiation complex (GO:0033290)	18	0	.09	-	 < 0.01	1.00E00	1.00E00
retromer, cargo-selective complex (GO:0030906)	3	0	.01	-	 < 0.01	1.00E00	1.00E00
retromer, tubulation complex (GO:0030905)	2	0	.01	-	 < 0.01	1.00E00	1.00E00
retromer complex (GO:0030904)	21	0	.10	-	 < 0.01	1.00E00	1.00E00
exoribonuclease complex (GO:1905354)	25	0	.12	-	 < 0.01	1.00E00	1.00E00
PRC1 complex (GO:0035102)	18	0	.09	-	 < 0.01	1.00E00	1.00E00
FACT complex (GO:0035101)	4	0	.02	-	 < 0.01	1.00E00	1.00E00
IgG immunoglobulin complex (GO:0071735)	14	0	.07	-	 < 0.01	1.00E00	1.00E00
lysosomal proton-transporting V-type ATPase complex (GO:0046611)	1	0	.00	-	 < 0.01	1.00E00	1.00E00
NMDA selective glutamate receptor complex (GO:0017146)	9	0	.04	-	 < 0.01	1.00E00	1.00E00
THO complex (GO:0000347)	7	0	.03	-	 < 0.01	1.00E00	1.00E00
transcription export complex (GO:0000346)	21	0	.10	-	 < 0.01	1.00E00	1.00E00
Rad6-Rad18 complex (GO:0097505)	1	0	.00	-	 < 0.01	1.00E00	1.00E00
Gemini of coiled bodies (GO:0097504)	10	0	.05	-	 < 0.01	1.00E00	1.00E00
DNA polymerase processivity factor complex (GO:0044796)	1	0	.00	-	 < 0.01	1.00E00	1.00E00
perforant pathway to dendrate granule cell synapse (GO:0140240)	3	0	.01	-	 < 0.01	1.00E00	1.00E00
endonuclease complex (GO:1905348)	38	0	.19	-	 < 0.01	1.00E00	1.00E00
tRNA (m7G46) methyltransferase complex (GO:0106143)	2	0	.01	-	 < 0.01	1.00E00	1.00E00
endodeoxyribonuclease complex (GO:1905347)	6	0	.03	-	 < 0.01	1.00E00	1.00E00
spindle midzone (GO:0051233)	40	0	.20	-	 < 0.01	1.00E00	1.00E00
spherical high-density lipoprotein particle (GO:0034366)	8	0	.04	-	 < 0.01	1.00E00	1.00E00
discoidal high-density lipoprotein particle (GO:0034365)	3	0	.01	-	 < 0.01	1.00E00	1.00E00
high-density lipoprotein particle (GO:0034364)	33	0	.16	-	 < 0.01	1.00E00	1.00E00
intermediate-density lipoprotein particle (GO:0034363)	6	0	.03	-	 < 0.01	1.00E00	1.00E00
low-density lipoprotein particle (GO:0034362)	14	0	.07	-	 < 0.01	1.00E00	1.00E00
mitochondrial electron transfer flavoprotein complex (GO:0017133)	3	0	.01	-	 < 0.01	1.00E00	1.00E00
very-low-density lipoprotein particle (GO:0034361)	26	0	.13	-	 < 0.01	1.00E00	1.00E00
USH2 complex (GO:1990696)	4	0	.02	-	 < 0.01	1.00E00	1.00E00
chylomicron remnant (GO:0034360)	1	0	.00	-	 < 0.01	1.00E00	1.00E00
translation preinitiation complex (GO:0070993)	20	0	.10	-	 < 0.01	1.00E00	1.00E00
transcription factor TFTC complex (GO:0033276)	18	0	.09	-	 < 0.01	1.00E00	1.00E00
symbiont cell surface (GO:0106139)	7	0	.03	-	 < 0.01	1.00E00	1.00E00
translation initiation complex (GO:0070992)	1	0	.00	-	 < 0.01	1.00E00	1.00E00
telomerase catalytic core complex (GO:0000333)	1	0	.00	-	 < 0.01	1.00E00	1.00E00
paranode region of axon (GO:0033270)	16	0	.08	-	 < 0.01	1.00E00	1.00E00
cytoplasmic vesicle lumen (GO:0060205)	25	0	.12	-	 < 0.01	1.00E00	1.00E00
mature chylomicron (GO:0034359)	1	0	.00	-	 < 0.01	1.00E00	1.00E00
plasma lipoprotein particle (GO:0034358)	41	0	.20	-	 < 0.01	1.00E00	1.00E00
platelet dense tubular network membrane (GO:0031095)	2	0	.01	-	 < 0.01	1.00E00	1.00E00
platelet dense tubular network (GO:0031094)	5	0	.02	-	 < 0.01	1.00E00	1.00E00
protein N-acetylglucosaminyltransferase complex (GO:0017122)	1	0	.00	-	 < 0.01	1.00E00	1.00E00
platelet alpha granule membrane (GO:0031092)	3	0	.01	-	 < 0.01	1.00E00	1.00E00
transcription factor TFIIK complex (GO:0070985)	3	0	.01	-	 < 0.01	1.00E00	1.00E00
internode region of axon (GO:0033269)	4	0	.02	-	 < 0.01	1.00E00	1.00E00
UDP-N-acetylglucosamine-lysosomal-enzyme N-acetylglucosaminephosphotransferase complex (GO:0070622)	1	0	.00	-	 < 0.01	1.00E00	1.00E00
node of Ranvier (GO:0033268)	24	0	.12	-	 < 0.01	1.00E00	1.00E00
CSF1-CSF1R complex (GO:1990682)	2	0	.01	-	 < 0.01	1.00E00	1.00E00
DNA topoisomerase III-beta-TDRD3 complex (GO:0140225)	2	0	.01	-	 < 0.01	1.00E00	1.00E00
procentriole replication complex (GO:0120099)	6	0	.03	-	 < 0.01	1.00E00	1.00E00
zeta DNA polymerase complex (GO:0016035)	4	0	.02	-	 < 0.01	1.00E00	1.00E00
storage vacuole (GO:0000322)	4	0	.02	-	 < 0.01	1.00E00	1.00E00
procentriole (GO:0120098)	3	0	.01	-	 < 0.01	1.00E00	1.00E00
CORVET complex (GO:0033263)	7	0	.03	-	 < 0.01	1.00E00	1.00E00
vacuole-isolation membrane contact site (GO:0120095)	1	0	.00	-	 < 0.01	1.00E00	1.00E00
septin collar (GO:0032173)	1	0	.00	-	 < 0.01	1.00E00	1.00E00
Golgi transport complex (GO:0017119)	10	0	.05	-	 < 0.01	1.00E00	1.00E00
PAM complex, Tim23 associated import motor (GO:0001405)	5	0	.02	-	 < 0.01	1.00E00	1.00E00
platelet dense granule membrane (GO:0031088)	3	0	.01	-	 < 0.01	1.00E00	1.00E00
single-stranded DNA-dependent ATP-dependent DNA helicase complex (GO:0017117)	1	0	.00	-	 < 0.01	1.00E00	1.00E00
SAM complex (GO:0001401)	5	0	.02	-	 < 0.01	1.00E00	1.00E00
lamellar body (GO:0042599)	17	0	.08	-	 < 0.01	1.00E00	1.00E00
Atg1/ULK1 kinase complex (GO:1990316)	9	0	.04	-	 < 0.01	1.00E00	1.00E00
Grb2-Sos complex (GO:0070618)	1	0	.00	-	 < 0.01	1.00E00	1.00E00
BLOC-3 complex (GO:0031085)	2	0	.01	-	 < 0.01	1.00E00	1.00E00
BLOC-2 complex (GO:0031084)	3	0	.01	-	 < 0.01	1.00E00	1.00E00
BLOC-1 complex (GO:0031083)	15	0	.07	-	 < 0.01	1.00E00	1.00E00
Golgi trans cisterna membrane (GO:1990676)	1	0	.00	-	 < 0.01	1.00E00	1.00E00
extrinsic component of dense core granule membrane (GO:0098922)	2	0	.01	-	 < 0.01	1.00E00	1.00E00
BLOC complex (GO:0031082)	20	0	.10	-	 < 0.01	1.00E00	1.00E00
Golgi medial cisterna membrane (GO:1990675)	1	0	.00	-	 < 0.01	1.00E00	1.00E00
Golgi cis cisterna membrane (GO:1990674)	3	0	.01	-	 < 0.01	1.00E00	1.00E00
nuclear pore outer ring (GO:0031080)	10	0	.05	-	 < 0.01	1.00E00	1.00E00
organellar large ribosomal subunit (GO:0000315)	56	0	.27	-	 < 0.01	1.00E00	1.00E00
CENP-A containing chromatin (GO:0061638)	11	0	.05	-	 < 0.01	1.00E00	1.00E00
Bcl3/NF-kappaB2 complex (GO:0033257)	2	0	.01	-	 < 0.01	1.00E00	1.00E00
organellar small ribosomal subunit (GO:0000314)	32	0	.16	-	 < 0.01	1.00E00	1.00E00
I-kappaB/NF-kappaB complex (GO:0033256)	2	0	.01	-	 < 0.01	1.00E00	1.00E00
organellar ribosome (GO:0000313)	88	0	.43	-	 < 0.01	1.00E00	1.00E00
Derlin-1 retrotranslocation complex (GO:0036513)	8	0	.04	-	 < 0.01	1.00E00	1.00E00
endoplasmic reticulum exit site (GO:0070971)	34	0	.17	-	 < 0.01	1.00E00	1.00E00
adrenomedullin receptor complex (GO:1903143)	3	0	.01	-	 < 0.01	1.00E00	1.00E00
septin filament array (GO:0032160)	1	0	.00	-	 < 0.01	1.00E00	1.00E00
glutamate-cysteine ligase complex (GO:0017109)	2	0	.01	-	 < 0.01	1.00E00	1.00E00
pore complex (GO:0046930)	26	0	.13	-	 < 0.01	1.00E00	1.00E00
zymogen granule membrane (GO:0042589)	20	0	.10	-	 < 0.01	1.00E00	1.00E00
zymogen granule (GO:0042588)	30	0	.15	-	 < 0.01	1.00E00	1.00E00
PCSK9-AnxA2 complex (GO:1990667)	2	0	.01	-	 < 0.01	1.00E00	1.00E00
glycogen granule (GO:0042587)	8	0	.04	-	 < 0.01	1.00E00	1.00E00
U11/U12 snRNP (GO:0034693)	1	0	.00	-	 < 0.01	1.00E00	1.00E00
PCSK9-LDLR complex (GO:1990666)	2	0	.01	-	 < 0.01	1.00E00	1.00E00
photoreceptor outer segment (GO:0001750)	94	0	.46	-	 < 0.01	1.00E00	1.00E00
aminoacyl-tRNA synthetase multienzyme complex (GO:0017101)	12	0	.06	-	 < 0.01	1.00E00	1.00E00
AnxA2-p11 complex (GO:1990665)	2	0	.01	-	 < 0.01	1.00E00	1.00E00
cytoplasmic cyclin-dependent protein kinase holoenzyme complex (GO:0000308)	2	0	.01	-	 < 0.01	1.00E00	1.00E00
germinal vesicle (GO:0042585)	6	0	.03	-	 < 0.01	1.00E00	1.00E00
Nkx-2.5 complex (GO:1990664)	1	0	.00	-	 < 0.01	1.00E00	1.00E00
S100A9 complex (GO:1990662)	1	0	.00	-	 < 0.01	1.00E00	1.00E00
azurophil granule (GO:0042582)	20	0	.10	-	 < 0.01	1.00E00	1.00E00
calprotectin complex (GO:1990660)	2	0	.01	-	 < 0.01	1.00E00	1.00E00
Derlin-1-VIMP complex (GO:0036502)	2	0	.01	-	 < 0.01	1.00E00	1.00E00
dystrobrevin complex (GO:0016014)	1	0	.00	-	 < 0.01	1.00E00	1.00E00
UFD1-NPL4 complex (GO:0036501)	2	0	.01	-	 < 0.01	1.00E00	1.00E00
sarcoglycan complex (GO:0016012)	6	0	.03	-	 < 0.01	1.00E00	1.00E00
autolysosome (GO:0044754)	16	0	.08	-	 < 0.01	1.00E00	1.00E00
dystroglycan complex (GO:0016011)	7	0	.03	-	 < 0.01	1.00E00	1.00E00
amphisome (GO:0044753)	13	0	.06	-	 < 0.01	1.00E00	1.00E00
dystrophin-associated glycoprotein complex (GO:0016010)	20	0	.10	-	 < 0.01	1.00E00	1.00E00
septin cytoskeleton (GO:0032156)	15	0	.07	-	 < 0.01	1.00E00	1.00E00
integrin alphaX-beta2 complex (GO:0034689)	3	0	.01	-	 < 0.01	1.00E00	1.00E00
integrin alphaM-beta2 complex (GO:0034688)	3	0	.01	-	 < 0.01	1.00E00	1.00E00
integrin alphaL-beta2 complex (GO:0034687)	3	0	.01	-	 < 0.01	1.00E00	1.00E00
integrin alphav-beta8 complex (GO:0034686)	2	0	.01	-	 < 0.01	1.00E00	1.00E00
integrin alphav-beta6 complex (GO:0034685)	2	0	.01	-	 < 0.01	1.00E00	1.00E00
integrin alphav-beta5 complex (GO:0034684)	2	0	.01	-	 < 0.01	1.00E00	1.00E00
XY body (GO:0001741)	25	0	.12	-	 < 0.01	1.00E00	1.00E00
Barr body (GO:0001740)	5	0	.02	-	 < 0.01	1.00E00	1.00E00
integrin alphav-beta1 complex (GO:0034682)	2	0	.01	-	 < 0.01	1.00E00	1.00E00
DNA polymerase complex (GO:0042575)	18	0	.09	-	 < 0.01	1.00E00	1.00E00
integrin alpha11-beta1 complex (GO:0034681)	2	0	.01	-	 < 0.01	1.00E00	1.00E00
integrin alpha10-beta1 complex (GO:0034680)	2	0	.01	-	 < 0.01	1.00E00	1.00E00
immunoglobulin complex, circulating (GO:0042571)	24	0	.12	-	 < 0.01	1.00E00	1.00E00
MICOS complex (GO:0061617)	9	0	.04	-	 < 0.01	1.00E00	1.00E00
mitotic checkpoint complex (GO:0033597)	4	0	.02	-	 < 0.01	1.00E00	1.00E00
TSC1-TSC2 complex (GO:0033596)	3	0	.01	-	 < 0.01	1.00E00	1.00E00
TEAD-YAP complex (GO:0140552)	3	0	.01	-	 < 0.01	1.00E00	1.00E00
BRCA2-MAGE-D1 complex (GO:0033593)	1	0	.00	-	 < 0.01	1.00E00	1.00E00
4-aminobutyrate transaminase complex (GO:0032144)	1	0	.00	-	 < 0.01	1.00E00	1.00E00
host intracellular region (GO:0043656)	7	0	.03	-	 < 0.01	1.00E00	1.00E00
sex chromatin (GO:0001739)	6	0	.03	-	 < 0.01	1.00E00	1.00E00
integrin alpha9-beta1 complex (GO:0034679)	3	0	.01	-	 < 0.01	1.00E00	1.00E00
integrin alpha7-beta1 complex (GO:0034677)	2	0	.01	-	 < 0.01	1.00E00	1.00E00
integrin alpha6-beta4 complex (GO:0034676)	1	0	.00	-	 < 0.01	1.00E00	1.00E00
integrin alpha6-beta1 complex (GO:0034675)	2	0	.01	-	 < 0.01	1.00E00	1.00E00
insulin-like growth factor binary complex (GO:0042568)	2	0	.01	-	 < 0.01	1.00E00	1.00E00
integrin alpha5-beta1 complex (GO:0034674)	2	0	.01	-	 < 0.01	1.00E00	1.00E00
insulin-like growth factor ternary complex (GO:0042567)	4	0	.02	-	 < 0.01	1.00E00	1.00E00
inhibin-betaglycan-ActRII complex (GO:0034673)	3	0	.01	-	 < 0.01	1.00E00	1.00E00
RNA nuclear export complex (GO:0042565)	2	0	.01	-	 < 0.01	1.00E00	1.00E00
elongator holoenzyme complex (GO:0033588)	6	0	.03	-	 < 0.01	1.00E00	1.00E00
chromosome passenger complex (GO:0032133)	6	0	.03	-	 < 0.01	1.00E00	1.00E00
integrin alpha4-beta7 complex (GO:0034669)	2	0	.01	-	 < 0.01	1.00E00	1.00E00
integrin alpha4-beta1 complex (GO:0034668)	3	0	.01	-	 < 0.01	1.00E00	1.00E00
integrin alpha3-beta1 complex (GO:0034667)	2	0	.01	-	 < 0.01	1.00E00	1.00E00
integrin alpha2-beta1 complex (GO:0034666)	3	0	.01	-	 < 0.01	1.00E00	1.00E00
integrin alpha1-beta1 complex (GO:0034665)	2	0	.01	-	 < 0.01	1.00E00	1.00E00
Dsl1/NZR complex (GO:0070939)	3	0	.01	-	 < 0.01	1.00E00	1.00E00
contractile ring (GO:0070938)	14	0	.07	-	 < 0.01	1.00E00	1.00E00
endoplasmic reticulum chaperone complex (GO:0034663)	12	0	.06	-	 < 0.01	1.00E00	1.00E00
proximal dendrite (GO:1990635)	15	0	.07	-	 < 0.01	1.00E00	1.00E00
CRD-mediated mRNA stability complex (GO:0070937)	6	0	.03	-	 < 0.01	1.00E00	1.00E00
MCM complex (GO:0042555)	11	0	.05	-	 < 0.01	1.00E00	1.00E00
IRE1-RACK1-PP2A complex (GO:1990630)	2	0	.01	-	 < 0.01	1.00E00	1.00E00
endoplasmic reticulum protein-containing complex (GO:0140534)	127	0	.62	-	 < 0.01	1.00E00	1.00E00
stereocilium base (GO:0120044)	8	0	.04	-	 < 0.01	1.00E00	1.00E00
catenin complex (GO:0016342)	32	0	.16	-	 < 0.01	1.00E00	1.00E00
stereocilium shaft (GO:0120043)	2	0	.01	-	 < 0.01	1.00E00	1.00E00
postsynaptic density, intracellular component (GO:0099092)	53	0	.26	-	 < 0.01	1.00E00	1.00E00
myelin sheath adaxonal region (GO:0035749)	6	0	.03	-	 < 0.01	1.00E00	1.00E00
postsynaptic specialization, intracellular component (GO:0099091)	61	0	.30	-	 < 0.01	1.00E00	1.00E00
myelin sheath abaxonal region (GO:0035748)	9	0	.04	-	 < 0.01	1.00E00	1.00E00
cytoplasmic side of plasma membrane (GO:0009898)	168	0	.82	-	 < 0.01	1.00E00	1.00E00
GID complex (GO:0034657)	5	0	.02	-	 < 0.01	1.00E00	1.00E00
Elg1 RFC-like complex (GO:0031391)	3	0	.01	-	 < 0.01	1.00E00	1.00E00
CHOP-ATF3 complex (GO:1990622)	2	0	.01	-	 < 0.01	1.00E00	1.00E00
Ctf18 RFC-like complex (GO:0031390)	8	0	.04	-	 < 0.01	1.00E00	1.00E00
ANPR-A receptor complex (GO:1990620)	1	0	.00	-	 < 0.01	1.00E00	1.00E00
ESCRT-0 complex (GO:0033565)	2	0	.01	-	 < 0.01	1.00E00	1.00E00
DNA helicase complex (GO:0033202)	5	0	.02	-	 < 0.01	1.00E00	1.00E00
SMC loading complex (GO:0032116)	2	0	.01	-	 < 0.01	1.00E00	1.00E00
heterotetrameric polyprenyl diphosphate synthase complex (GO:0032478)	2	0	.01	-	 < 0.01	1.00E00	1.00E00
polyprenyl diphosphate synthase complex (GO:0032476)	11	0	.05	-	 < 0.01	1.00E00	1.00E00
Set1C/COMPASS complex (GO:0048188)	14	0	.07	-	 < 0.01	1.00E00	1.00E00
PCNA complex (GO:0043626)	1	0	.00	-	 < 0.01	1.00E00	1.00E00
delta DNA polymerase complex (GO:0043625)	4	0	.02	-	 < 0.01	1.00E00	1.00E00
cytoplasmic side of mitochondrial outer membrane (GO:0032473)	6	0	.03	-	 < 0.01	1.00E00	1.00E00
Rad17 RFC-like complex (GO:0031389)	1	0	.00	-	 < 0.01	1.00E00	1.00E00
activin complex (GO:0048180)	1	0	.00	-	 < 0.01	1.00E00	1.00E00
CHOP-ATF4 complex (GO:1990617)	2	0	.01	-	 < 0.01	1.00E00	1.00E00
interphase microtubule organizing center (GO:0031021)	5	0	.02	-	 < 0.01	1.00E00	1.00E00
nuclear RNA-directed RNA polymerase complex (GO:0031380)	1	0	.00	-	 < 0.01	1.00E00	1.00E00
multimerin complex (GO:1990972)	2	0	.01	-	 < 0.01	1.00E00	1.00E00
lateral plasma membrane (GO:0016328)	78	0	.38	-	 < 0.01	1.00E00	1.00E00
EMILIN complex (GO:1990971)	2	0	.01	-	 < 0.01	1.00E00	1.00E00
Slx1-Slx4 complex (GO:0033557)	2	0	.01	-	 < 0.01	1.00E00	1.00E00
BORC complex (GO:0099078)	8	0	.04	-	 < 0.01	1.00E00	1.00E00
apicolateral plasma membrane (GO:0016327)	29	0	.14	-	 < 0.01	1.00E00	1.00E00
Prp19 complex (GO:0000974)	20	0	.10	-	 < 0.01	1.00E00	1.00E00
rDNA heterochromatin (GO:0033553)	5	0	.02	-	 < 0.01	1.00E00	1.00E00
amylin receptor complex (GO:1903440)	2	0	.01	-	 < 0.01	1.00E00	1.00E00
mitochondrion-derived vesicle (GO:0099073)	3	0	.01	-	 < 0.01	1.00E00	1.00E00
activin receptor complex (GO:0048179)	7	0	.03	-	 < 0.01	1.00E00	1.00E00
multi-eIF complex (GO:0043614)	4	0	.02	-	 < 0.01	1.00E00	1.00E00
RNA-directed RNA polymerase complex (GO:0031379)	2	0	.01	-	 < 0.01	1.00E00	1.00E00
