




Analysis Type:	PANTHER Overrepresentation Test (Released 20240807)
Annotation Version and Release Date:	GO Ontology database DOI:  10.5281/zenodo.14083199 Released 2024-11-03
Analyzed List:	upload_1 (Mus musculus)
Reference List:	Mus musculus (all genes in database)
Test Type:	FISHER
Correction:	FDR
GO cellular component complete	Mus musculus - REFLIST (21836)	upload_1 (1411)	upload_1 (expected)	upload_1 (over/under)	upload_1 (fold Enrichment)	upload_1 (raw P-value)	upload_1 (FDR)
radial spoke head (GO:0001535)	6	0	.39	-	 < 0.01	1.00E00	1.00E00
radial spoke (GO:0001534)	16	0	1.03	-	 < 0.01	6.20E-01	1.00E00
interleukin-23 complex (GO:0070743)	2	0	.13	-	 < 0.01	1.00E00	1.00E00
MIS12/MIND type complex (GO:0000444)	4	0	.26	-	 < 0.01	1.00E00	1.00E00
proteasome core complex, alpha-subunit complex (GO:0019773)	8	0	.52	-	 < 0.01	1.00E00	1.00E00
ribonuclease H2 complex (GO:0032299)	3	0	.19	-	 < 0.01	1.00E00	1.00E00
supraspliceosomal complex (GO:0044530)	5	0	.32	-	 < 0.01	1.00E00	1.00E00
FANCM-MHF complex (GO:0071821)	4	0	.26	-	 < 0.01	1.00E00	1.00E00
BBSome (GO:0034464)	8	0	.52	-	 < 0.01	1.00E00	1.00E00
outer dense fiber (GO:0001520)	12	0	.78	-	 < 0.01	1.00E00	1.00E00
upper tip-link density (GO:1990435)	2	0	.13	-	 < 0.01	1.00E00	1.00E00
photoreceptor cell terminal bouton (GO:1990796)	2	0	.13	-	 < 0.01	1.00E00	1.00E00
transcription factor TFIIH core complex (GO:0000439)	10	0	.65	-	 < 0.01	1.00E00	1.00E00
rod bipolar cell terminal bouton (GO:1990795)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
core TFIIH complex portion of holo TFIIH complex (GO:0000438)	3	0	.19	-	 < 0.01	1.00E00	1.00E00
basolateral part of cell (GO:1990794)	4	0	.26	-	 < 0.01	1.00E00	1.00E00
U2AF complex (GO:0089701)	7	0	.45	-	 < 0.01	1.00E00	1.00E00
perinuclear theca (GO:0033011)	6	0	.39	-	 < 0.01	1.00E00	1.00E00
DUBm complex (GO:0071819)	2	0	.13	-	 < 0.01	1.00E00	1.00E00
MMXD complex (GO:0071817)	5	0	.32	-	 < 0.01	1.00E00	1.00E00
sulfate adenylyltransferase complex (ATP) (GO:0009336)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
Mpp10 complex (GO:0034457)	3	0	.19	-	 < 0.01	1.00E00	1.00E00
UTP-C complex (GO:0034456)	2	0	.13	-	 < 0.01	1.00E00	1.00E00
peroxisomal importomer complex (GO:1990429)	3	0	.19	-	 < 0.01	1.00E00	1.00E00
t-UTP complex (GO:0034455)	3	0	.19	-	 < 0.01	1.00E00	1.00E00
stereocilia tip-link density (GO:1990427)	3	0	.19	-	 < 0.01	1.00E00	1.00E00
GLI-SUFU complex (GO:1990788)	4	0	.26	-	 < 0.01	1.00E00	1.00E00
ryanodine receptor complex (GO:1990425)	2	0	.13	-	 < 0.01	1.00E00	1.00E00
1-alkyl-2-acetylglycerophosphocholine esterase complex (GO:0008247)	3	0	.19	-	 < 0.01	1.00E00	1.00E00
BMP receptor complex (GO:0070724)	4	0	.26	-	 < 0.01	1.00E00	1.00E00
ISGF3 complex (GO:0070721)	3	0	.19	-	 < 0.01	1.00E00	1.00E00
cytoplasmic side of dendritic spine plasma membrane (GO:1990780)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
Fc-gamma receptor III complex (GO:0033001)	3	0	.19	-	 < 0.01	1.00E00	1.00E00
chaperone-mediated autophagy translocation complex (GO:0061742)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
phenylalanine-tRNA ligase complex (GO:0009328)	2	0	.13	-	 < 0.01	1.00E00	1.00E00
glycoprotein Ib-IX-V complex (GO:1990779)	5	0	.32	-	 < 0.01	1.00E00	1.00E00
HIR complex (GO:0000417)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
NF-kappaB p50/p65 complex (GO:0035525)	2	0	.13	-	 < 0.01	1.00E00	1.00E00
cyclin K-CDK13 complex (GO:0002945)	2	0	.13	-	 < 0.01	1.00E00	1.00E00
cyclin K-CDK12 complex (GO:0002944)	2	0	.13	-	 < 0.01	1.00E00	1.00E00
CGRP receptor complex (GO:1990406)	2	0	.13	-	 < 0.01	1.00E00	1.00E00
outer mucus layer (GO:0070703)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
inner mucus layer (GO:0070702)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
growth cone lamellipodium (GO:1990761)	3	0	.19	-	 < 0.01	1.00E00	1.00E00
mucus layer (GO:0070701)	3	0	.19	-	 < 0.01	1.00E00	1.00E00
PR-DUB complex (GO:0035517)	4	0	.26	-	 < 0.01	1.00E00	1.00E00
autophagosome lumen (GO:0034423)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
ciliary transition zone (GO:0035869)	80	0	5.17	-	 < 0.01	9.85E-03	9.05E-02
unconventional myosin complex (GO:0016461)	7	0	.45	-	 < 0.01	1.00E00	1.00E00
alphav-beta3 integrin-HMGB1 complex (GO:0035868)	3	0	.19	-	 < 0.01	1.00E00	1.00E00
alphav-beta3 integrin-IGF-1-IGF1R complex (GO:0035867)	4	0	.26	-	 < 0.01	1.00E00	1.00E00
alphav-beta3 integrin-PKCalpha complex (GO:0035866)	2	0	.13	-	 < 0.01	1.00E00	1.00E00
lipid tube (GO:0060987)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
host cellular component (GO:0018995)	9	0	.58	-	 < 0.01	1.00E00	1.00E00
EARP complex (GO:1990745)	5	0	.32	-	 < 0.01	1.00E00	1.00E00
canonical inflammasome complex (GO:0061702)	22	0	1.42	-	 < 0.01	3.97E-01	9.92E-01
mitochondrial crista (GO:0030061)	16	0	1.03	-	 < 0.01	6.20E-01	1.00E00
GATOR2 complex (GO:0061700)	11	0	.71	-	 < 0.01	1.00E00	1.00E00
Seh1-associated complex (GO:0035859)	15	0	.97	-	 < 0.01	6.19E-01	1.00E00
insulin-responsive compartment (GO:0032593)	10	0	.65	-	 < 0.01	1.00E00	1.00E00
RQC-trigger complex (GO:0180022)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
pseudopodium (GO:0031143)	15	0	.97	-	 < 0.01	6.19E-01	1.00E00
VCP-NSFL1C complex (GO:1990730)	2	0	.13	-	 < 0.01	1.00E00	1.00E00
cerebellar Golgi cell to granule cell synapse (GO:0099192)	2	0	.13	-	 < 0.01	1.00E00	1.00E00
Knl1/Spc105 complex (GO:0180019)	2	0	.13	-	 < 0.01	1.00E00	1.00E00
new growing cell tip (GO:0035841)	2	0	.13	-	 < 0.01	1.00E00	1.00E00
TTT Hsp90 cochaperone complex (GO:0110078)	3	0	.19	-	 < 0.01	1.00E00	1.00E00
TRAMP complex (GO:0031499)	5	0	.32	-	 < 0.01	1.00E00	1.00E00
galectin complex (GO:1990724)	2	0	.13	-	 < 0.01	1.00E00	1.00E00
Scrib-APC-beta-catenin complex (GO:0034750)	3	0	.19	-	 < 0.01	1.00E00	1.00E00
cytoplasmic periphery of the nuclear pore complex (GO:1990723)	2	0	.13	-	 < 0.01	1.00E00	1.00E00
cellularization cleavage furrow (GO:0110070)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
DAPK1-calmodulin complex (GO:1990722)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
actomyosin, myosin complex part (GO:0042642)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
postsynaptic spectrin-associated cytoskeleton (GO:0099189)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
proteasome regulatory particle, base subcomplex (GO:0008540)	12	0	.78	-	 < 0.01	1.00E00	1.00E00
distal portion of axoneme (GO:0120135)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
proximal portion of axoneme (GO:0120134)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
presynaptic intermediate filament cytoskeleton (GO:0099182)	3	0	.19	-	 < 0.01	1.00E00	1.00E00
growing cell tip (GO:0035838)	3	0	.19	-	 < 0.01	1.00E00	1.00E00
mitotic spindle astral microtubule end (GO:1905721)	3	0	.19	-	 < 0.01	1.00E00	1.00E00
cytoplasmic microtubule bundle (GO:1905720)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
axonemal central pair projection (GO:1990718)	2	0	.13	-	 < 0.01	1.00E00	1.00E00
axonemal central apparatus (GO:1990716)	6	0	.39	-	 < 0.01	1.00E00	1.00E00
survivin complex (GO:1990713)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
HFE-transferrin receptor complex (GO:1990712)	6	0	.39	-	 < 0.01	1.00E00	1.00E00
Ski complex (GO:0055087)	3	0	.19	-	 < 0.01	1.00E00	1.00E00
beta-catenin-ICAT complex (GO:1990711)	2	0	.13	-	 < 0.01	1.00E00	1.00E00
host cell cytoplasm part (GO:0033655)	7	0	.45	-	 < 0.01	1.00E00	1.00E00
myosin VII complex (GO:0031477)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
mast cell granule (GO:0042629)	7	0	.45	-	 < 0.01	1.00E00	1.00E00
myosin V complex (GO:0031475)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
MAD1 complex (GO:1990706)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
host intracellular part (GO:0033646)	7	0	.45	-	 < 0.01	1.00E00	1.00E00
host cell part (GO:0033643)	7	0	.45	-	 < 0.01	1.00E00	1.00E00
methionine adenosyltransferase complex (GO:0048269)	3	0	.19	-	 < 0.01	1.00E00	1.00E00
septin complex (GO:0031105)	13	0	.84	-	 < 0.01	1.00E00	1.00E00
Cul5-RING ubiquitin ligase complex (GO:0031466)	16	0	1.03	-	 < 0.01	6.20E-01	1.00E00
Cul4B-RING E3 ubiquitin ligase complex (GO:0031465)	6	0	.39	-	 < 0.01	1.00E00	1.00E00
heparanase complex (GO:1904974)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
Cul4A-RING E3 ubiquitin ligase complex (GO:0031464)	14	0	.90	-	 < 0.01	1.00E00	1.00E00
Cul2-RING ubiquitin ligase complex (GO:0031462)	76	0	4.91	-	 < 0.01	1.56E-02	1.24E-01
MHC class II protein complex (GO:0042613)	16	0	1.03	-	 < 0.01	6.20E-01	1.00E00
CCR4-NOT core complex (GO:0030015)	6	0	.39	-	 < 0.01	1.00E00	1.00E00
CCR4-NOT complex (GO:0030014)	16	0	1.03	-	 < 0.01	6.20E-01	1.00E00
serotonergic synapse (GO:0099154)	3	0	.19	-	 < 0.01	1.00E00	1.00E00
egg coat (GO:0035805)	4	0	.26	-	 < 0.01	1.00E00	1.00E00
CURI complex (GO:0032545)	2	0	.13	-	 < 0.01	1.00E00	1.00E00
SMN-Gemin2 complex (GO:0034718)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
presynaptic actin cytoskeleton (GO:0099143)	2	0	.13	-	 < 0.01	1.00E00	1.00E00
Kv4.3-KChIP1 channel complex (GO:0071196)	2	0	.13	-	 < 0.01	1.00E00	1.00E00
collagen type X trimer (GO:0005599)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
short-chain collagen trimer (GO:0005598)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
collagen type XII trimer (GO:0005595)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
ATPase inhibitor complex (GO:1903503)	4	0	.26	-	 < 0.01	1.00E00	1.00E00
GTPase activator complex (GO:1902773)	10	0	.65	-	 < 0.01	1.00E00	1.00E00
BRCA1-BARD1 complex (GO:0031436)	2	0	.13	-	 < 0.01	1.00E00	1.00E00
Dbf4-dependent protein kinase complex (GO:0031431)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
collagen type VI trimer (GO:0005589)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
mitochondrial [2Fe-2S] assembly complex (GO:0099128)	5	0	.32	-	 < 0.01	1.00E00	1.00E00
collagen type IV trimer (GO:0005587)	6	0	.39	-	 < 0.01	1.00E00	1.00E00
collagen type III trimer (GO:0005586)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
collagen type II trimer (GO:0005585)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
collagen type I trimer (GO:0005584)	2	0	.13	-	 < 0.01	1.00E00	1.00E00
box C/D methylation guide snoRNP complex (GO:0031428)	7	0	.45	-	 < 0.01	1.00E00	1.00E00
fatty acid elongase complex (GO:0009923)	2	0	.13	-	 < 0.01	1.00E00	1.00E00
amphisome membrane (GO:1904930)	11	0	.71	-	 < 0.01	1.00E00	1.00E00
membrane attack complex (GO:0005579)	7	0	.45	-	 < 0.01	1.00E00	1.00E00
fibrinogen complex (GO:0005577)	6	0	.39	-	 < 0.01	1.00E00	1.00E00
chromosome, subtelomeric region (GO:0099115)	2	0	.13	-	 < 0.01	1.00E00	1.00E00
Noc4p-Nop14p complex (GO:0030692)	2	0	.13	-	 < 0.01	1.00E00	1.00E00
Noc2p-Noc3p complex (GO:0030691)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
Noc1p-Noc2p complex (GO:0030690)	2	0	.13	-	 < 0.01	1.00E00	1.00E00
oxoadipate dehydrogenase complex (GO:0160167)	3	0	.19	-	 < 0.01	1.00E00	1.00E00
NatC complex (GO:0031417)	3	0	.19	-	 < 0.01	1.00E00	1.00E00
NatB complex (GO:0031416)	2	0	.13	-	 < 0.01	1.00E00	1.00E00
Noc complex (GO:0030689)	4	0	.26	-	 < 0.01	1.00E00	1.00E00
ERBB3:ERBB2 complex (GO:0038143)	2	0	.13	-	 < 0.01	1.00E00	1.00E00
multimeric ribonuclease P complex (GO:0030681)	10	0	.65	-	 < 0.01	1.00E00	1.00E00
cytolytic granule membrane (GO:0101004)	4	0	.26	-	 < 0.01	1.00E00	1.00E00
mitochondrial ribonuclease P complex (GO:0030678)	3	0	.19	-	 < 0.01	1.00E00	1.00E00
ribonuclease P complex (GO:0030677)	13	0	.84	-	 < 0.01	1.00E00	1.00E00
homomeric SMAD protein complex (GO:0071142)	2	0	.13	-	 < 0.01	1.00E00	1.00E00
complement component C1q complex (GO:0062167)	3	0	.19	-	 < 0.01	1.00E00	1.00E00
clathrin-coated endocytic vesicle membrane (GO:0030669)	15	0	.97	-	 < 0.01	6.19E-01	1.00E00
COPI-coated vesicle membrane (GO:0030663)	18	0	1.16	-	 < 0.01	6.26E-01	1.00E00
Golgi-associated vesicle membrane (GO:0030660)	47	0	3.04	-	 < 0.01	7.33E-02	3.80E-01
alpha9-beta1 integrin-ADAM8 complex (GO:0071133)	2	0	.13	-	 < 0.01	1.00E00	1.00E00
mitochondrial ATP-gated potassium channel complex (GO:0062157)	2	0	.13	-	 < 0.01	1.00E00	1.00E00
CERF complex (GO:0090537)	4	0	.26	-	 < 0.01	1.00E00	1.00E00
NoRC complex (GO:0090536)	2	0	.13	-	 < 0.01	1.00E00	1.00E00
calcium ion-transporting ATPase complex (GO:0090534)	2	0	.13	-	 < 0.01	1.00E00	1.00E00
cytoophidium (GO:0097268)	3	0	.19	-	 < 0.01	1.00E00	1.00E00
mRNA cap methyltransferase RNMT:RAMAC complex (GO:0160130)	3	0	.19	-	 < 0.01	1.00E00	1.00E00
interleukin-6 receptor complex (GO:0005896)	3	0	.19	-	 < 0.01	1.00E00	1.00E00
interleukin-5 receptor complex (GO:0005895)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
respiratory chain complex III (GO:0045275)	12	0	.78	-	 < 0.01	1.00E00	1.00E00
respiratory chain complex II (succinate dehydrogenase) (GO:0045273)	4	0	.26	-	 < 0.01	1.00E00	1.00E00
transcription export complex 2 (GO:0070390)	5	0	.32	-	 < 0.01	1.00E00	1.00E00
R2TP complex (GO:0097255)	5	0	.32	-	 < 0.01	1.00E00	1.00E00
potassium:proton exchanging ATPase complex (GO:0005889)	2	0	.13	-	 < 0.01	1.00E00	1.00E00
endothelial microparticle (GO:0072563)	2	0	.13	-	 < 0.01	1.00E00	1.00E00
blood microparticle (GO:0072562)	10	0	.65	-	 < 0.01	1.00E00	1.00E00
Arp2/3 protein complex (GO:0005885)	9	0	.58	-	 < 0.01	1.00E00	1.00E00
amylin receptor complex 3 (GO:0150058)	2	0	.13	-	 < 0.01	1.00E00	1.00E00
amylin receptor complex 2 (GO:0150057)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
amylin receptor complex 1 (GO:0150056)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
nuclear microtubule (GO:0005880)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
postsynaptic septin cytoskeleton (GO:0150050)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
transforming growth factor beta ligand-receptor complex (GO:0070021)	4	0	.26	-	 < 0.01	1.00E00	1.00E00
axonemal B tubule inner sheath (GO:0160112)	13	0	.84	-	 < 0.01	1.00E00	1.00E00
endosome to plasma membrane transport vesicle (GO:0070381)	3	0	.19	-	 < 0.01	1.00E00	1.00E00
tubulobulbar complex (GO:0036284)	3	0	.19	-	 < 0.01	1.00E00	1.00E00
NLRP3 inflammasome complex (GO:0072559)	8	0	.52	-	 < 0.01	1.00E00	1.00E00
NLRP1 inflammasome complex (GO:0072558)	6	0	.39	-	 < 0.01	1.00E00	1.00E00
IPAF inflammasome complex (GO:0072557)	7	0	.45	-	 < 0.01	1.00E00	1.00E00
cerebellar granule cell to Purkinje cell synapse (GO:0150048)	7	0	.45	-	 < 0.01	1.00E00	1.00E00
plus-end kinesin complex (GO:0005873)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
intraciliary transport particle A (GO:0030991)	8	0	.52	-	 < 0.01	1.00E00	1.00E00
DNA ligase IV complex (GO:0032807)	3	0	.19	-	 < 0.01	1.00E00	1.00E00
carboxy-terminal domain protein kinase complex (GO:0032806)	22	0	1.42	-	 < 0.01	3.97E-01	9.91E-01
pyruvate dehydrogenase complex (GO:0045254)	8	0	.52	-	 < 0.01	1.00E00	1.00E00
periciliary membrane compartment (GO:1990075)	6	0	.39	-	 < 0.01	1.00E00	1.00E00
sperm cytoplasmic droplet (GO:0097598)	4	0	.26	-	 < 0.01	1.00E00	1.00E00
epidermal lamellar body membrane (GO:0097234)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
alveolar lamellar body membrane (GO:0097233)	3	0	.19	-	 < 0.01	1.00E00	1.00E00
lamellar body membrane (GO:0097232)	4	0	.26	-	 < 0.01	1.00E00	1.00E00
dynactin complex (GO:0005869)	8	0	.52	-	 < 0.01	1.00E00	1.00E00
striated muscle myosin thick filament (GO:0005863)	3	0	.19	-	 < 0.01	1.00E00	1.00E00
muscle thin filament tropomyosin (GO:0005862)	2	0	.13	-	 < 0.01	1.00E00	1.00E00
troponin complex (GO:0005861)	8	0	.52	-	 < 0.01	1.00E00	1.00E00
lipopolysaccharide receptor complex (GO:0046696)	5	0	.32	-	 < 0.01	1.00E00	1.00E00
SLIK (SAGA-like) complex (GO:0046695)	2	0	.13	-	 < 0.01	1.00E00	1.00E00
caveola neck (GO:0099400)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
VCP-NPL4-UFD1 AAA ATPase complex (GO:0034098)	9	0	.58	-	 < 0.01	1.00E00	1.00E00
succinate-CoA ligase complex (GDP-forming) (GO:0045244)	2	0	.13	-	 < 0.01	1.00E00	1.00E00
signal recognition particle (GO:0048500)	7	0	.45	-	 < 0.01	1.00E00	1.00E00
isocitrate dehydrogenase complex (NAD+) (GO:0045242)	3	0	.19	-	 < 0.01	1.00E00	1.00E00
sperm end piece (GO:0097229)	3	0	.19	-	 < 0.01	1.00E00	1.00E00
sperm annulus (GO:0097227)	9	0	.58	-	 < 0.01	1.00E00	1.00E00
interleukin-23 receptor complex (GO:0072536)	4	0	.26	-	 < 0.01	1.00E00	1.00E00
axonemal dynein complex (GO:0005858)	27	0	1.74	-	 < 0.01	4.17E-01	1.00E00
eukaryotic translation initiation factor 2B complex (GO:0005851)	5	0	.32	-	 < 0.01	1.00E00	1.00E00
eukaryotic translation initiation factor 2 complex (GO:0005850)	6	0	.39	-	 < 0.01	1.00E00	1.00E00
G protein-coupled serotonin receptor complex (GO:0098666)	4	0	.26	-	 < 0.01	1.00E00	1.00E00
lateral cell cortex (GO:0097575)	2	0	.13	-	 < 0.01	1.00E00	1.00E00
lateral part of cell (GO:0097574)	8	0	.52	-	 < 0.01	1.00E00	1.00E00
mRNA cleavage stimulating factor complex (GO:0005848)	2	0	.13	-	 < 0.01	1.00E00	1.00E00
clathrin complex (GO:0071439)	8	0	.52	-	 < 0.01	1.00E00	1.00E00
apical distal dendrite (GO:0150014)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
LUBAC complex (GO:0071797)	4	0	.26	-	 < 0.01	1.00E00	1.00E00
spindle matrix (GO:1990047)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
CENP-A recruiting complex (GO:0098654)	2	0	.13	-	 < 0.01	1.00E00	1.00E00
basement membrane collagen trimer (GO:0098651)	6	0	.39	-	 < 0.01	1.00E00	1.00E00
distal dendrite (GO:0150002)	2	0	.13	-	 < 0.01	1.00E00	1.00E00
primary dendrite (GO:0150001)	4	0	.26	-	 < 0.01	1.00E00	1.00E00
Ric1-Rgp1 guanyl-nucleotide exchange factor complex (GO:0034066)	2	0	.13	-	 < 0.01	1.00E00	1.00E00
collagen beaded filament (GO:0098647)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
collagen sheet (GO:0098646)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
Lewy body corona (GO:1990038)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
collagen network (GO:0098645)	7	0	.45	-	 < 0.01	1.00E00	1.00E00
Lewy body core (GO:1990037)	3	0	.19	-	 < 0.01	1.00E00	1.00E00
network-forming collagen trimer (GO:0098642)	7	0	.45	-	 < 0.01	1.00E00	1.00E00
parallel fiber (GO:1990032)	2	0	.13	-	 < 0.01	1.00E00	1.00E00
FHF complex (GO:0070695)	5	0	.32	-	 < 0.01	1.00E00	1.00E00
P-TEFb complex (GO:0070691)	2	0	.13	-	 < 0.01	1.00E00	1.00E00
terminal cisterna lumen (GO:0014804)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
terminal cisterna (GO:0014802)	3	0	.19	-	 < 0.01	1.00E00	1.00E00
longitudinal sarcoplasmic reticulum (GO:0014801)	2	0	.13	-	 < 0.01	1.00E00	1.00E00
polar microtubule (GO:0005827)	5	0	.32	-	 < 0.01	1.00E00	1.00E00
transcription preinitiation complex (GO:0097550)	14	0	.90	-	 < 0.01	1.00E00	1.00E00
actomyosin contractile ring (GO:0005826)	7	0	.45	-	 < 0.01	1.00E00	1.00E00
extrinsic component of postsynaptic endosome membrane (GO:0098999)	2	0	.13	-	 < 0.01	1.00E00	1.00E00
extrinsic component of postsynaptic early endosome membrane (GO:0098998)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
protein complex involved in cell-cell adhesion (GO:0098635)	6	0	.39	-	 < 0.01	1.00E00	1.00E00
hippocampal mossy fiber expansion (GO:1990026)	2	0	.13	-	 < 0.01	1.00E00	1.00E00
macropinocytic cup (GO:0070685)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
ciliary inversin compartment (GO:0097543)	4	0	.26	-	 < 0.01	1.00E00	1.00E00
axonemal basal plate (GO:0097541)	2	0	.13	-	 < 0.01	1.00E00	1.00E00
sheet-forming collagen trimer (GO:0030935)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
anchoring collagen complex (GO:0030934)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
glucosidase II complex (GO:0017177)	2	0	.13	-	 < 0.01	1.00E00	1.00E00
ensheathing process (GO:1990015)	3	0	.19	-	 < 0.01	1.00E00	1.00E00
phosphopyruvate hydratase complex (GO:0000015)	4	0	.26	-	 < 0.01	1.00E00	1.00E00
ATR-ATRIP complex (GO:0070310)	2	0	.13	-	 < 0.01	1.00E00	1.00E00
pituitary gonadotropin complex (GO:0061696)	3	0	.19	-	 < 0.01	1.00E00	1.00E00
beta-N-acetylhexosaminidase complex (GO:1905379)	2	0	.13	-	 < 0.01	1.00E00	1.00E00
hexameric IgM immunoglobulin complex (GO:0071757)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
pentameric IgM immunoglobulin complex (GO:0071756)	12	0	.78	-	 < 0.01	1.00E00	1.00E00
IgM B cell receptor complex (GO:0071755)	3	0	.19	-	 < 0.01	1.00E00	1.00E00
IgM immunoglobulin complex, circulating (GO:0071754)	12	0	.78	-	 < 0.01	1.00E00	1.00E00
IgM immunoglobulin complex (GO:0071753)	14	0	.90	-	 < 0.01	1.00E00	1.00E00
secretory dimeric IgA immunoglobulin complex (GO:0071752)	2	0	.13	-	 < 0.01	1.00E00	1.00E00
secretory IgA immunoglobulin complex (GO:0071751)	13	0	.84	-	 < 0.01	1.00E00	1.00E00
neurosecretory vesicle (GO:1990008)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
dimeric IgA immunoglobulin complex (GO:0071750)	2	0	.13	-	 < 0.01	1.00E00	1.00E00
granular vesicle (GO:1990005)	2	0	.13	-	 < 0.01	1.00E00	1.00E00
tricellular tight junction (GO:0061689)	4	0	.26	-	 < 0.01	1.00E00	1.00E00
BCOR complex (GO:0140261)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
Smc5-Smc6 complex (GO:0030915)	8	0	.52	-	 < 0.01	1.00E00	1.00E00
polymeric IgA immunoglobulin complex (GO:0071749)	13	0	.84	-	 < 0.01	1.00E00	1.00E00
monomeric IgA immunoglobulin complex (GO:0071748)	12	0	.78	-	 < 0.01	1.00E00	1.00E00
IgA immunoglobulin complex, circulating (GO:0071746)	13	0	.84	-	 < 0.01	1.00E00	1.00E00
IgA immunoglobulin complex (GO:0071745)	13	0	.84	-	 < 0.01	1.00E00	1.00E00
IgE B cell receptor complex (GO:0071744)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
Pwp2p-containing subcomplex of 90S preribosome (GO:0034388)	5	0	.32	-	 < 0.01	1.00E00	1.00E00
IgE immunoglobulin complex (GO:0071742)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
extracellular matrix of synaptic cleft (GO:0098965)	4	0	.26	-	 < 0.01	1.00E00	1.00E00
DNA recombinase complex (GO:0097519)	2	0	.13	-	 < 0.01	1.00E00	1.00E00
nuclear RNA export factor complex (GO:0042272)	6	0	.39	-	 < 0.01	1.00E00	1.00E00
HAUS complex (GO:0070652)	8	0	.52	-	 < 0.01	1.00E00	1.00E00
myosin II filament (GO:0097513)	3	0	.19	-	 < 0.01	1.00E00	1.00E00
eukaryotic 80S initiation complex (GO:0033291)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
retromer, cargo-selective complex (GO:0030906)	3	0	.19	-	 < 0.01	1.00E00	1.00E00
retromer, tubulation complex (GO:0030905)	2	0	.13	-	 < 0.01	1.00E00	1.00E00
IgG immunoglobulin complex (GO:0071735)	14	0	.90	-	 < 0.01	1.00E00	1.00E00
lysosomal proton-transporting V-type ATPase complex (GO:0046611)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
presynaptic endosome membrane (GO:0098954)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
Rad6-Rad18 complex (GO:0097505)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
perforant pathway to dendrate granule cell synapse (GO:0140240)	3	0	.19	-	 < 0.01	1.00E00	1.00E00
tRNA (m7G46) methyltransferase complex (GO:0106143)	2	0	.13	-	 < 0.01	1.00E00	1.00E00
spherical high-density lipoprotein particle (GO:0034366)	8	0	.52	-	 < 0.01	1.00E00	1.00E00
USH2 complex (GO:1990696)	4	0	.26	-	 < 0.01	1.00E00	1.00E00
transcription factor TFTC complex (GO:0033276)	18	0	1.16	-	 < 0.01	6.26E-01	1.00E00
