




Analysis Type:	PANTHER Overrepresentation Test (Released 20240807)
Annotation Version and Release Date:	GO Ontology database DOI:  10.5281/zenodo.14083199 Released 2024-11-03
Analyzed List:	upload_1 (Mus musculus)
Reference List:	Mus musculus (all genes in database)
Test Type:	FISHER
Correction:	FDR
GO cellular component complete	Mus musculus - REFLIST (21836)	upload_1 (3078)	upload_1 (expected)	upload_1 (over/under)	upload_1 (fold Enrichment)	upload_1 (raw P-value)	upload_1 (FDR)
inhibin complex (GO:0043511)	2	0	.28	-	 < 0.01	1.00E00	1.00E00
dehydrodolichyl diphosphate synthase complex (GO:1904423)	2	0	.28	-	 < 0.01	1.00E00	1.00E00
basal tubulobulbar complex (GO:0061829)	1	0	.14	-	 < 0.01	1.00E00	1.00E00
apical tubulobulbar complex (GO:0061828)	2	0	.28	-	 < 0.01	1.00E00	1.00E00
activin A complex (GO:0043509)	1	0	.14	-	 < 0.01	1.00E00	1.00E00
transcription factor AP-1 complex (GO:0035976)	5	0	.70	-	 < 0.01	1.00E00	1.00E00
CENP-A containing nucleosome (GO:0043505)	11	0	1.55	-	 < 0.01	3.82E-01	7.76E-01
CD95 death-inducing signaling complex (GO:0031265)	4	0	.56	-	 < 0.01	1.00E00	1.00E00
death-inducing signaling complex (GO:0031264)	6	0	.85	-	 < 0.01	1.00E00	1.00E00
male pronucleus (GO:0001940)	8	0	1.13	-	 < 0.01	6.11E-01	1.00E00
pseudopodium membrane (GO:0031260)	1	0	.14	-	 < 0.01	1.00E00	1.00E00
Wnt-Frizzled-LRP5/6 complex (GO:1990851)	4	0	.56	-	 < 0.01	1.00E00	1.00E00
uropod membrane (GO:0031259)	1	0	.14	-	 < 0.01	1.00E00	1.00E00
cell trailing edge membrane (GO:0031257)	1	0	.14	-	 < 0.01	1.00E00	1.00E00
proteasome storage granule (GO:0034515)	2	0	.28	-	 < 0.01	1.00E00	1.00E00
extrinsic component of endoplasmic reticulum membrane (GO:0042406)	1	0	.14	-	 < 0.01	1.00E00	1.00E00
PAN complex (GO:0031251)	2	0	.28	-	 < 0.01	1.00E00	1.00E00
7SK snRNP (GO:0120259)	4	0	.56	-	 < 0.01	1.00E00	1.00E00
chromosome, centromeric core domain (GO:0034506)	12	0	1.69	-	 < 0.01	3.95E-01	7.95E-01
NLRP6 inflammasome complex (GO:0140738)	2	0	.28	-	 < 0.01	1.00E00	1.00E00
lateral wall of outer hair cell (GO:0120249)	2	0	.28	-	 < 0.01	1.00E00	1.00E00
nucleoplasmic periphery of the nuclear pore complex (GO:1990826)	2	0	.28	-	 < 0.01	1.00E00	1.00E00
nuclear proteasome complex (GO:0031595)	2	0	.28	-	 < 0.01	1.00E00	1.00E00
centrosomal corona (GO:0031592)	1	0	.14	-	 < 0.01	1.00E00	1.00E00
virus-like capsid (GO:0170047)	1	0	.14	-	 < 0.01	1.00E00	1.00E00
sperm glycocalyx (GO:0120238)	1	0	.14	-	 < 0.01	1.00E00	1.00E00
protein kinase 5 complex (GO:0016533)	3	0	.42	-	 < 0.01	1.00E00	1.00E00
stereocilium coat (GO:0120234)	1	0	.14	-	 < 0.01	1.00E00	1.00E00
COPI-coated Golgi to ER transport vesicle (GO:0030142)	2	0	.28	-	 < 0.01	1.00E00	1.00E00
DNA recombinase auxiliary factor complex (GO:0120231)	1	0	.14	-	 < 0.01	1.00E00	1.00E00
angiogenin-PRI complex (GO:0032311)	8	0	1.13	-	 < 0.01	6.11E-01	1.00E00
GMP reductase complex (GO:1902560)	2	0	.28	-	 < 0.01	1.00E00	1.00E00
MWP complex (GO:1990811)	1	0	.14	-	 < 0.01	1.00E00	1.00E00
outer dynein arm docking complex (GO:0120228)	3	0	.42	-	 < 0.01	1.00E00	1.00E00
GINS complex (GO:0000811)	5	0	.70	-	 < 0.01	1.00E00	1.00E00
MutSbeta complex (GO:0032302)	2	0	.28	-	 < 0.01	1.00E00	1.00E00
MutSalpha complex (GO:0032301)	2	0	.28	-	 < 0.01	1.00E00	1.00E00
RSF complex (GO:0031213)	2	0	.28	-	 < 0.01	1.00E00	1.00E00
origin recognition complex (GO:0000808)	8	0	1.13	-	 < 0.01	6.11E-01	1.00E00
Y chromosome (GO:0000806)	2	0	.28	-	 < 0.01	1.00E00	1.00E00
X chromosome (GO:0000805)	9	0	1.27	-	 < 0.01	6.24E-01	1.00E00
subapical part of cell (GO:0120219)	3	0	.42	-	 < 0.01	1.00E00	1.00E00
mitochondrial inner membrane peptidase complex (GO:0042720)	2	0	.28	-	 < 0.01	1.00E00	1.00E00
CHRAC (GO:0008623)	4	0	.56	-	 < 0.01	1.00E00	1.00E00
SKA complex (GO:0170027)	2	0	.28	-	 < 0.01	1.00E00	1.00E00
transverse filament (GO:0000802)	3	0	.42	-	 < 0.01	1.00E00	1.00E00
matrilin complex (GO:0120216)	4	0	.56	-	 < 0.01	1.00E00	1.00E00
Sec62/Sec63 complex (GO:0031207)	1	0	.14	-	 < 0.01	1.00E00	1.00E00
endoplasmic reticulum Sec complex (GO:0031205)	1	0	.14	-	 < 0.01	1.00E00	1.00E00
polkadots (GO:0002096)	2	0	.28	-	 < 0.01	1.00E00	1.00E00
photoreceptor proximal connecting cilium (GO:0120205)	1	0	.14	-	 < 0.01	1.00E00	1.00E00
glycocalyx (GO:0030112)	2	0	.28	-	 < 0.01	1.00E00	1.00E00
rod photoreceptor disc membrane (GO:0120202)	1	0	.14	-	 < 0.01	1.00E00	1.00E00
rod photoreceptor outer segment (GO:0120200)	9	0	1.27	-	 < 0.01	6.24E-01	1.00E00
interleukin-18 receptor complex (GO:0045092)	2	0	.28	-	 < 0.01	1.00E00	1.00E00
succinate-CoA ligase complex (GO:0042709)	3	0	.42	-	 < 0.01	1.00E00	1.00E00
TRC complex (GO:0072380)	2	0	.28	-	 < 0.01	1.00E00	1.00E00
outer acrosomal membrane (GO:0002081)	10	0	1.41	-	 < 0.01	3.76E-01	7.67E-01
Fc-epsilon receptor I complex (GO:0032998)	6	0	.85	-	 < 0.01	1.00E00	1.00E00
Fc receptor complex (GO:0032997)	8	0	1.13	-	 < 0.01	6.11E-01	1.00E00
Bcl3-Bcl10 complex (GO:0032996)	1	0	.14	-	 < 0.01	1.00E00	1.00E00
Scc2-Scc4 cohesin loading complex (GO:0090694)	2	0	.28	-	 < 0.01	1.00E00	1.00E00
inner acrosomal membrane (GO:0002079)	9	0	1.27	-	 < 0.01	6.24E-01	1.00E00
U6atac snRNP (GO:0005691)	1	0	.14	-	 < 0.01	1.00E00	1.00E00
U4atac snRNP (GO:0005690)	2	0	.28	-	 < 0.01	1.00E00	1.00E00
growth hormone receptor complex (GO:0070195)	2	0	.28	-	 < 0.01	1.00E00	1.00E00
CNTFR-CLCF1 complex (GO:0097059)	2	0	.28	-	 < 0.01	1.00E00	1.00E00
CRLF-CLCF1 complex (GO:0097058)	2	0	.28	-	 < 0.01	1.00E00	1.00E00
mRNA capping enzyme complex (GO:0031533)	3	0	.42	-	 < 0.01	1.00E00	1.00E00
nitric-oxide synthase complex (GO:1903958)	3	0	.42	-	 < 0.01	1.00E00	1.00E00
adenylyltransferase complex (GO:1902503)	1	0	.14	-	 < 0.01	1.00E00	1.00E00
lysosomal HOPS complex (GO:1902501)	2	0	.28	-	 < 0.01	1.00E00	1.00E00
vacuolar HOPS complex (GO:1902500)	2	0	.28	-	 < 0.01	1.00E00	1.00E00
Myb complex (GO:0031523)	4	0	.56	-	 < 0.01	1.00E00	1.00E00
striated muscle dense body (GO:0055120)	1	0	.14	-	 < 0.01	1.00E00	1.00E00
transcription factor TFIIE complex (GO:0005673)	2	0	.28	-	 < 0.01	1.00E00	1.00E00
glutamatergic postsynaptic density (GO:0099573)	3	0	.42	-	 < 0.01	1.00E00	1.00E00
host cell cytoplasm (GO:0030430)	7	0	.99	-	 < 0.01	6.03E-01	1.00E00
Ssh1 translocon complex (GO:0071261)	1	0	.14	-	 < 0.01	1.00E00	1.00E00
DRM complex (GO:0070176)	1	0	.14	-	 < 0.01	1.00E00	1.00E00
symbiont-containing vacuole membrane (GO:0020005)	7	0	.99	-	 < 0.01	6.03E-01	1.00E00
symbiont-containing vacuole (GO:0020003)	7	0	.99	-	 < 0.01	6.03E-01	1.00E00
tRNA (m1A) methyltransferase complex (GO:0031515)	2	0	.28	-	 < 0.01	1.00E00	1.00E00
Mis6-Sim4 complex (GO:0031511)	1	0	.14	-	 < 0.01	1.00E00	1.00E00
SUMO activating enzyme complex (GO:0031510)	2	0	.28	-	 < 0.01	1.00E00	1.00E00
RNA polymerase transcription factor SL1 complex (GO:0005668)	5	0	.70	-	 < 0.01	1.00E00	1.00E00
nuclear origin of replication recognition complex (GO:0005664)	8	0	1.13	-	 < 0.01	6.11E-01	1.00E00
2-(3-amino-3-carboxypropyl)histidine synthase complex (GO:0120513)	2	0	.28	-	 < 0.01	1.00E00	1.00E00
cytoplasmic U snRNP body (GO:0071254)	1	0	.14	-	 < 0.01	1.00E00	1.00E00
mitochondrial [4Fe-4S] assembly complex (GO:0120510)	1	0	.14	-	 < 0.01	1.00E00	1.00E00
cone matrix sheath (GO:0090658)	1	0	.14	-	 < 0.01	1.00E00	1.00E00
dolichyl-phosphate-mannose-protein mannosyltransferase complex (GO:0031502)	1	0	.14	-	 < 0.01	1.00E00	1.00E00
alpha DNA polymerase:primase complex (GO:0005658)	4	0	.56	-	 < 0.01	1.00E00	1.00E00
photoreceptor disc membrane (GO:0097381)	4	0	.56	-	 < 0.01	1.00E00	1.00E00
tRNA-guanine transglycosylase complex (GO:0120507)	2	0	.28	-	 < 0.01	1.00E00	1.00E00
glomerular endothelium fenestra (GO:0036053)	1	0	.14	-	 < 0.01	1.00E00	1.00E00
SREBP-SCAP complex (GO:0032936)	1	0	.14	-	 < 0.01	1.00E00	1.00E00
MCM8-MCM9 complex (GO:0097362)	2	0	.28	-	 < 0.01	1.00E00	1.00E00
haptoglobin-hemoglobin complex (GO:0031838)	12	0	1.69	-	 < 0.01	3.95E-01	7.94E-01
TCR signalosome (GO:0036398)	3	0	.42	-	 < 0.01	1.00E00	1.00E00
perinucleolar compartment (GO:0097356)	5	0	.70	-	 < 0.01	1.00E00	1.00E00
protein C inhibitor-plasma kallikrein complex (GO:0036030)	1	0	.14	-	 < 0.01	1.00E00	1.00E00
mitochondrial crista junction (GO:0044284)	2	0	.28	-	 < 0.01	1.00E00	1.00E00
TOR complex (GO:0038201)	12	0	1.69	-	 < 0.01	3.95E-01	7.93E-01
meiotic spindle pole (GO:0090619)	2	0	.28	-	 < 0.01	1.00E00	1.00E00
ATP-binding cassette (ABC) transporter complex (GO:0043190)	2	0	.28	-	 < 0.01	1.00E00	1.00E00
protein C inhibitor-KLK3 complex (GO:0036029)	1	0	.14	-	 < 0.01	1.00E00	1.00E00
protein C inhibitor-thrombin complex (GO:0036028)	1	0	.14	-	 < 0.01	1.00E00	1.00E00
amino acid transport complex (GO:1990184)	2	0	.28	-	 < 0.01	1.00E00	1.00E00
protein C inhibitor-PLAU complex (GO:0036027)	1	0	.14	-	 < 0.01	1.00E00	1.00E00
protein C inhibitor-PLAT complex (GO:0036026)	1	0	.14	-	 < 0.01	1.00E00	1.00E00
protein C inhibitor-TMPRSS11E complex (GO:0036025)	1	0	.14	-	 < 0.01	1.00E00	1.00E00
protein C inhibitor-TMPRSS7 complex (GO:0036024)	1	0	.14	-	 < 0.01	1.00E00	1.00E00
ripoptosome (GO:0097342)	5	0	.70	-	 < 0.01	1.00E00	1.00E00
laminin-5 complex (GO:0005610)	4	0	.56	-	 < 0.01	1.00E00	1.00E00
ribonucleoside-diphosphate reductase complex (GO:0005971)	3	0	.42	-	 < 0.01	1.00E00	1.00E00
P granule (GO:0043186)	26	0	3.66	-	 < 0.01	4.20E-02	2.03E-01
ciliary neurotrophic factor receptor complex (GO:0070110)	3	0	.42	-	 < 0.01	1.00E00	1.00E00
laminin-2 complex (GO:0005607)	2	0	.28	-	 < 0.01	1.00E00	1.00E00
protein farnesyltransferase complex (GO:0005965)	2	0	.28	-	 < 0.01	1.00E00	1.00E00
glycine cleavage complex (GO:0005960)	3	0	.42	-	 < 0.01	1.00E00	1.00E00
calcineurin complex (GO:0005955)	6	0	.85	-	 < 0.01	1.00E00	1.00E00
CAAX-protein geranylgeranyltransferase complex (GO:0005953)	2	0	.28	-	 < 0.01	1.00E00	1.00E00
piP-body (GO:0071547)	6	0	.85	-	 < 0.01	1.00E00	1.00E00
pi-body (GO:0071546)	9	0	1.27	-	 < 0.01	6.24E-01	1.00E00
acrosomal lumen (GO:0043160)	3	0	.42	-	 < 0.01	1.00E00	1.00E00
eukaryotic translation initiation factor 3 complex, eIF3e (GO:0071540)	2	0	.28	-	 < 0.01	1.00E00	1.00E00
acetolactate synthase complex (GO:0005948)	1	0	.14	-	 < 0.01	1.00E00	1.00E00
phosphatidylinositol 3-kinase complex, class IB (GO:0005944)	4	0	.56	-	 < 0.01	1.00E00	1.00E00
acrosomal matrix (GO:0043159)	5	0	.70	-	 < 0.01	1.00E00	1.00E00
septin ring (GO:0005940)	13	0	1.83	-	 < 0.01	2.37E-01	6.33E-01
interleukin-1 receptor complex (GO:0045323)	1	0	.14	-	 < 0.01	1.00E00	1.00E00
Mad-Max complex (GO:0070443)	2	0	.28	-	 < 0.01	1.00E00	1.00E00
integrin alphaIIb-beta3 complex (GO:0070442)	3	0	.42	-	 < 0.01	1.00E00	1.00E00
molybdopterin synthase complex (GO:1990140)	1	0	.14	-	 < 0.01	1.00E00	1.00E00
apical pole of neuron (GO:0044225)	1	0	.14	-	 < 0.01	1.00E00	1.00E00
phosphopantothenoylcysteine decarboxylase complex (GO:0071513)	1	0	.14	-	 < 0.01	1.00E00	1.00E00
transcription factor TFIIIC complex (GO:0000127)	6	0	.85	-	 < 0.01	1.00E00	1.00E00
other organism cell membrane (GO:0044218)	1	0	.14	-	 < 0.01	1.00E00	1.00E00
other organism part (GO:0044217)	8	0	1.13	-	 < 0.01	6.11E-01	1.00E00
Rad51B-Rad51C-Rad51D-XRCC2 complex (GO:0033063)	4	0	.56	-	 < 0.01	1.00E00	1.00E00
RNA polymerase I transcription regulator complex (GO:0000120)	5	0	.70	-	 < 0.01	1.00E00	1.00E00
spot adherens junction (GO:0005914)	3	0	.42	-	 < 0.01	1.00E00	1.00E00
skeletal muscle myofibril (GO:0098723)	1	0	.14	-	 < 0.01	1.00E00	1.00E00
RQC complex (GO:1990112)	3	0	.42	-	 < 0.01	1.00E00	1.00E00
PAS complex (GO:0070772)	1	0	.14	-	 < 0.01	1.00E00	1.00E00
nucleotide-excision repair factor 3 complex (GO:0000112)	1	0	.14	-	 < 0.01	1.00E00	1.00E00
nucleotide-excision repair factor 2 complex (GO:0000111)	1	0	.14	-	 < 0.01	1.00E00	1.00E00
oncostatin-M receptor complex (GO:0005900)	2	0	.28	-	 < 0.01	1.00E00	1.00E00
photoreceptor inner segment membrane (GO:0060342)	1	0	.14	-	 < 0.01	1.00E00	1.00E00
nuclear pore transmembrane ring (GO:0070762)	1	0	.14	-	 < 0.01	1.00E00	1.00E00
azurophil granule lumen (GO:0035578)	2	0	.28	-	 < 0.01	1.00E00	1.00E00
azurophil granule membrane (GO:0035577)	2	0	.28	-	 < 0.01	1.00E00	1.00E00
succinate-CoA ligase complex (ADP-forming) (GO:0009361)	2	0	.28	-	 < 0.01	1.00E00	1.00E00
DNA polymerase III complex (GO:0009360)	1	0	.14	-	 < 0.01	1.00E00	1.00E00
Parkin-FBXW7-Cul1 ubiquitin ligase complex (GO:1990452)	3	0	.42	-	 < 0.01	1.00E00	1.00E00
Tapasin-ERp57 complex (GO:0061779)	2	0	.28	-	 < 0.01	1.00E00	1.00E00
radial spoke stalk (GO:0001536)	2	0	.28	-	 < 0.01	1.00E00	1.00E00
interleukin-23 complex (GO:0070743)	2	0	.28	-	 < 0.01	1.00E00	1.00E00
proteasome core complex, alpha-subunit complex (GO:0019773)	8	0	1.13	-	 < 0.01	6.11E-01	1.00E00
ribonuclease H2 complex (GO:0032299)	3	0	.42	-	 < 0.01	1.00E00	1.00E00
FANCM-MHF complex (GO:0071821)	4	0	.56	-	 < 0.01	1.00E00	1.00E00
BBSome (GO:0034464)	8	0	1.13	-	 < 0.01	6.11E-01	1.00E00
upper tip-link density (GO:1990435)	2	0	.28	-	 < 0.01	1.00E00	1.00E00
photoreceptor cell terminal bouton (GO:1990796)	2	0	.28	-	 < 0.01	1.00E00	1.00E00
rod bipolar cell terminal bouton (GO:1990795)	1	0	.14	-	 < 0.01	1.00E00	1.00E00
basolateral part of cell (GO:1990794)	4	0	.56	-	 < 0.01	1.00E00	1.00E00
U2AF complex (GO:0089701)	7	0	.99	-	 < 0.01	6.03E-01	1.00E00
perinuclear theca (GO:0033011)	6	0	.85	-	 < 0.01	1.00E00	1.00E00
DUBm complex (GO:0071819)	2	0	.28	-	 < 0.01	1.00E00	1.00E00
BAT3 complex (GO:0071818)	3	0	.42	-	 < 0.01	1.00E00	1.00E00
sulfate adenylyltransferase complex (ATP) (GO:0009336)	1	0	.14	-	 < 0.01	1.00E00	1.00E00
UTP-C complex (GO:0034456)	2	0	.28	-	 < 0.01	1.00E00	1.00E00
peroxisomal importomer complex (GO:1990429)	3	0	.42	-	 < 0.01	1.00E00	1.00E00
t-UTP complex (GO:0034455)	3	0	.42	-	 < 0.01	1.00E00	1.00E00
stereocilia tip-link density (GO:1990427)	3	0	.42	-	 < 0.01	1.00E00	1.00E00
DNA topoisomerase type II (double strand cut, ATP-hydrolyzing) complex (GO:0009330)	1	0	.14	-	 < 0.01	1.00E00	1.00E00
GLI-SUFU complex (GO:1990788)	4	0	.56	-	 < 0.01	1.00E00	1.00E00
ryanodine receptor complex (GO:1990425)	2	0	.28	-	 < 0.01	1.00E00	1.00E00
RZZ complex (GO:1990423)	3	0	.42	-	 < 0.01	1.00E00	1.00E00
Fc-gamma receptor III complex (GO:0033001)	3	0	.42	-	 < 0.01	1.00E00	1.00E00
chaperone-mediated autophagy translocation complex (GO:0061742)	1	0	.14	-	 < 0.01	1.00E00	1.00E00
phenylalanine-tRNA ligase complex (GO:0009328)	2	0	.28	-	 < 0.01	1.00E00	1.00E00
HIR complex (GO:0000417)	1	0	.14	-	 < 0.01	1.00E00	1.00E00
tumor necrosis factor receptor superfamily complex (GO:0002947)	2	0	.28	-	 < 0.01	1.00E00	1.00E00
cyclin K-CDK13 complex (GO:0002945)	2	0	.28	-	 < 0.01	1.00E00	1.00E00
cyclin K-CDK12 complex (GO:0002944)	2	0	.28	-	 < 0.01	1.00E00	1.00E00
outer mucus layer (GO:0070703)	1	0	.14	-	 < 0.01	1.00E00	1.00E00
inner mucus layer (GO:0070702)	1	0	.14	-	 < 0.01	1.00E00	1.00E00
mucus layer (GO:0070701)	3	0	.42	-	 < 0.01	1.00E00	1.00E00
autophagosome lumen (GO:0034423)	1	0	.14	-	 < 0.01	1.00E00	1.00E00
alphav-beta3 integrin-PKCalpha complex (GO:0035866)	2	0	.28	-	 < 0.01	1.00E00	1.00E00
lipid tube (GO:0060987)	1	0	.14	-	 < 0.01	1.00E00	1.00E00
recycling endosome lumen (GO:0034777)	1	0	.14	-	 < 0.01	1.00E00	1.00E00
canonical inflammasome complex (GO:0061702)	22	0	3.10	-	 < 0.01	6.24E-02	2.67E-01
GATOR2 complex (GO:0061700)	11	0	1.55	-	 < 0.01	3.82E-01	7.75E-01
RQC-trigger complex (GO:0180022)	1	0	.14	-	 < 0.01	1.00E00	1.00E00
VCP-NSFL1C complex (GO:1990730)	2	0	.28	-	 < 0.01	1.00E00	1.00E00
cerebellar Golgi cell to granule cell synapse (GO:0099192)	2	0	.28	-	 < 0.01	1.00E00	1.00E00
Knl1/Spc105 complex (GO:0180019)	2	0	.28	-	 < 0.01	1.00E00	1.00E00
new growing cell tip (GO:0035841)	2	0	.28	-	 < 0.01	1.00E00	1.00E00
TTT Hsp90 cochaperone complex (GO:0110078)	3	0	.42	-	 < 0.01	1.00E00	1.00E00
TRAMP complex (GO:0031499)	5	0	.70	-	 < 0.01	1.00E00	1.00E00
mitotic spindle assembly checkpoint MAD1-MAD2 complex (GO:1990728)	2	0	.28	-	 < 0.01	1.00E00	1.00E00
galectin complex (GO:1990724)	2	0	.28	-	 < 0.01	1.00E00	1.00E00
DAPK1-calmodulin complex (GO:1990722)	1	0	.14	-	 < 0.01	1.00E00	1.00E00
distal portion of axoneme (GO:0120135)	1	0	.14	-	 < 0.01	1.00E00	1.00E00
proximal portion of axoneme (GO:0120134)	1	0	.14	-	 < 0.01	1.00E00	1.00E00
growing cell tip (GO:0035838)	3	0	.42	-	 < 0.01	1.00E00	1.00E00
mitotic spindle astral microtubule end (GO:1905721)	3	0	.42	-	 < 0.01	1.00E00	1.00E00
cytoplasmic microtubule bundle (GO:1905720)	1	0	.14	-	 < 0.01	1.00E00	1.00E00
survivin complex (GO:1990713)	1	0	.14	-	 < 0.01	1.00E00	1.00E00
HFE-transferrin receptor complex (GO:1990712)	6	0	.85	-	 < 0.01	1.00E00	1.00E00
Ski complex (GO:0055087)	3	0	.42	-	 < 0.01	1.00E00	1.00E00
host cell cytoplasm part (GO:0033655)	7	0	.99	-	 < 0.01	6.03E-01	1.00E00
myosin VII complex (GO:0031477)	1	0	.14	-	 < 0.01	1.00E00	1.00E00
mast cell granule (GO:0042629)	7	0	.99	-	 < 0.01	6.03E-01	1.00E00
myosin V complex (GO:0031475)	1	0	.14	-	 < 0.01	1.00E00	1.00E00
MAD1 complex (GO:1990706)	1	0	.14	-	 < 0.01	1.00E00	1.00E00
host intracellular part (GO:0033646)	7	0	.99	-	 < 0.01	6.03E-01	1.00E00
host cell part (GO:0033643)	7	0	.99	-	 < 0.01	6.03E-01	1.00E00
postsynaptic specialization membrane of symmetric synapse (GO:0099164)	1	0	.14	-	 < 0.01	1.00E00	1.00E00
septin complex (GO:0031105)	13	0	1.83	-	 < 0.01	2.37E-01	6.32E-01
heparanase complex (GO:1904974)	1	0	.14	-	 < 0.01	1.00E00	1.00E00
MHC class II protein complex (GO:0042613)	16	0	2.26	-	 < 0.01	1.51E-01	4.50E-01
egg coat (GO:0035805)	4	0	.56	-	 < 0.01	1.00E00	1.00E00
CURI complex (GO:0032545)	2	0	.28	-	 < 0.01	1.00E00	1.00E00
SMN-Gemin2 complex (GO:0034718)	1	0	.14	-	 < 0.01	1.00E00	1.00E00
serotonin-activated cation-selective channel complex (GO:1904602)	2	0	.28	-	 < 0.01	1.00E00	1.00E00
collagen type X trimer (GO:0005599)	1	0	.14	-	 < 0.01	1.00E00	1.00E00
short-chain collagen trimer (GO:0005598)	1	0	.14	-	 < 0.01	1.00E00	1.00E00
BRCA1-BARD1 complex (GO:0031436)	2	0	.28	-	 < 0.01	1.00E00	1.00E00
Dbf4-dependent protein kinase complex (GO:0031431)	1	0	.14	-	 < 0.01	1.00E00	1.00E00
collagen type VI trimer (GO:0005589)	1	0	.14	-	 < 0.01	1.00E00	1.00E00
collagen type II trimer (GO:0005585)	1	0	.14	-	 < 0.01	1.00E00	1.00E00
collagen type I trimer (GO:0005584)	2	0	.28	-	 < 0.01	1.00E00	1.00E00
RecQ family helicase-topoisomerase III complex (GO:0031422)	4	0	.56	-	 < 0.01	1.00E00	1.00E00
membrane attack complex (GO:0005579)	7	0	.99	-	 < 0.01	6.03E-01	1.00E00
chromosome, subtelomeric region (GO:0099115)	2	0	.28	-	 < 0.01	1.00E00	1.00E00
Noc4p-Nop14p complex (GO:0030692)	2	0	.28	-	 < 0.01	1.00E00	1.00E00
Noc2p-Noc3p complex (GO:0030691)	1	0	.14	-	 < 0.01	1.00E00	1.00E00
Noc1p-Noc2p complex (GO:0030690)	2	0	.28	-	 < 0.01	1.00E00	1.00E00
oxoadipate dehydrogenase complex (GO:0160167)	3	0	.42	-	 < 0.01	1.00E00	1.00E00
Noc complex (GO:0030689)	4	0	.56	-	 < 0.01	1.00E00	1.00E00
ERBB3:ERBB2 complex (GO:0038143)	2	0	.28	-	 < 0.01	1.00E00	1.00E00
branched-chain alpha-ketoacid dehydrogenase complex (GO:0160157)	4	0	.56	-	 < 0.01	1.00E00	1.00E00
cytolytic granule membrane (GO:0101004)	4	0	.56	-	 < 0.01	1.00E00	1.00E00
mitochondrial ribonuclease P complex (GO:0030678)	3	0	.42	-	 < 0.01	1.00E00	1.00E00
dendritic filopodium (GO:1902737)	4	0	.56	-	 < 0.01	1.00E00	1.00E00
homomeric SMAD protein complex (GO:0071142)	2	0	.28	-	 < 0.01	1.00E00	1.00E00
mRNA editing complex (GO:0045293)	5	0	.70	-	 < 0.01	1.00E00	1.00E00
alpha9-beta1 integrin-ADAM8 complex (GO:0071133)	2	0	.28	-	 < 0.01	1.00E00	1.00E00
CERF complex (GO:0090537)	4	0	.56	-	 < 0.01	1.00E00	1.00E00
NoRC complex (GO:0090536)	2	0	.28	-	 < 0.01	1.00E00	1.00E00
calcium ion-transporting ATPase complex (GO:0090534)	2	0	.28	-	 < 0.01	1.00E00	1.00E00
catalase complex (GO:0062151)	1	0	.14	-	 < 0.01	1.00E00	1.00E00
mRNA cap methyltransferase RNMT:RAMAC complex (GO:0160130)	3	0	.42	-	 < 0.01	1.00E00	1.00E00
interleukin-6 receptor complex (GO:0005896)	3	0	.42	-	 < 0.01	1.00E00	1.00E00
interleukin-5 receptor complex (GO:0005895)	1	0	.14	-	 < 0.01	1.00E00	1.00E00
acetylcholine-gated channel complex (GO:0005892)	16	0	2.26	-	 < 0.01	1.51E-01	4.49E-01
R2TP complex (GO:0097255)	5	0	.70	-	 < 0.01	1.00E00	1.00E00
potassium:proton exchanging ATPase complex (GO:0005889)	2	0	.28	-	 < 0.01	1.00E00	1.00E00
endothelial microparticle (GO:0072563)	2	0	.28	-	 < 0.01	1.00E00	1.00E00
amylin receptor complex 2 (GO:0150057)	1	0	.14	-	 < 0.01	1.00E00	1.00E00
amylin receptor complex 1 (GO:0150056)	1	0	.14	-	 < 0.01	1.00E00	1.00E00
nuclear microtubule (GO:0005880)	1	0	.14	-	 < 0.01	1.00E00	1.00E00
postsynaptic Golgi apparatus (GO:0150051)	3	0	.42	-	 < 0.01	1.00E00	1.00E00
postsynaptic septin cytoskeleton (GO:0150050)	1	0	.14	-	 < 0.01	1.00E00	1.00E00
axonemal A tubule inner sheath (GO:0160111)	33	0	4.65	-	 < 0.01	1.08E-02	7.46E-02
tubulobulbar complex (GO:0036284)	3	0	.42	-	 < 0.01	1.00E00	1.00E00
NLRP3 inflammasome complex (GO:0072559)	8	0	1.13	-	 < 0.01	6.11E-01	1.00E00
NLRP1 inflammasome complex (GO:0072558)	6	0	.85	-	 < 0.01	1.00E00	1.00E00
IPAF inflammasome complex (GO:0072557)	7	0	.99	-	 < 0.01	6.03E-01	1.00E00
plus-end kinesin complex (GO:0005873)	1	0	.14	-	 < 0.01	1.00E00	1.00E00
DNA ligase IV complex (GO:0032807)	3	0	.42	-	 < 0.01	1.00E00	1.00E00
cochlear hair cell ribbon synapse (GO:0098683)	6	0	.85	-	 < 0.01	1.00E00	1.00E00
electron transfer flavoprotein complex (GO:0045251)	3	0	.42	-	 < 0.01	1.00E00	1.00E00
TRAPPI protein complex (GO:1990070)	1	0	.14	-	 < 0.01	1.00E00	1.00E00
epidermal lamellar body membrane (GO:0097234)	1	0	.14	-	 < 0.01	1.00E00	1.00E00
Rb-E2F complex (GO:0035189)	5	0	.70	-	 < 0.01	1.00E00	1.00E00
muscle thin filament tropomyosin (GO:0005862)	2	0	.28	-	 < 0.01	1.00E00	1.00E00
troponin complex (GO:0005861)	8	0	1.13	-	 < 0.01	6.11E-01	1.00E00
SLIK (SAGA-like) complex (GO:0046695)	2	0	.28	-	 < 0.01	1.00E00	1.00E00
caveola neck (GO:0099400)	1	0	.14	-	 < 0.01	1.00E00	1.00E00
